# PLASTIC,PAPER,CARDBOARD,BEVERAGE_CARTON,GLASS,METAL,ORGANIC,TEXTILE,BATTERY,ELECTRONIC,RESIDUAL
458,29,89,0,40,148,35,72,21,0,29
55,269,52,0,1,19,3,33,11,0,57
41,81,181,0,1,38,3,19,3,0,94
0,0,0,0,0,0,0,0,0,0,0
153,29,28,0,107,50,4,31,3,0,15
91,14,38,0,15,519,6,67,23,0,17
159,41,105,0,67,48,306,111,1,0,9
26,34,20,0,1,10,5,216,1,0,5
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
96,61,53,0,9,51,45,128,14,0,38
